,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,EE,LV,LV,LT,LT,AT,AT,BE,BE,DE-LU,DE-LU,FR,FR,NL,NL
14-04-2020,19 - 20,"5,37","4,64","4,64","4,88","32,58","109,11","4,88","33,38","4,88","4,88","4,88","4,64","4,64","4,64",,"109,11",,"37,34",,"37,34",,"31,50",,"33,49",,"33,38",,"17,82",,"33,38"
14-04-2020,20 - 21,"5,31","4,53","4,53","4,87","38,95","38,95","4,87","39,91","4,87","4,87","4,87","4,53","4,53","4,53",,"38,95",,"38,95",,"38,95",,"37,60",,"29,30",,"39,91",,"14,08",,"39,91"
14-04-2020,21 - 22,"4,98","4,43","4,43","4,78","30,69","38,51","4,78","31,45","4,78","4,78","4,78","4,43","4,43","4,43",,"38,51",,"38,51",,"30,69",,"28,99",,"35,48",,"31,45",,"14,45",,"34,90"
14-04-2020,22 - 23,"4,76","4,15","4,15","4,62","4,62","28,11","4,62","4,62","4,62","4,62","4,62","4,15","4,15","4,34",,"28,11",,"28,11",,"27,04",,"25,92",,"23,64",,"26,77",,"19,88",,"26,51"
14-04-2020,23 - 00,"4,52","3,94","3,94","4,37","4,37","20,94","4,37","4,37","4,37","4,37","4,37","3,94","3,94","4,29",,"20,94",,"20,94",,"17,32",,"23,74",,"22,65",,"24,28",,"20,69",,"24,16"
15-04-2020,00 - 01,"4,17","3,90","3,90","4,03","4,03","19,98","4,03","4,03","4,03","4,03","4,03","3,90","3,90","3,90",,"19,98",,"19,98",,"19,98",,"19,87",,"19,87",,"19,87",,"19,87",,"19,87"
15-04-2020,01 - 02,"3,96","3,68","3,68","3,77","3,77","19,92","3,77","3,77","3,77","3,77","3,77","3,68","3,68","3,68",,"19,92",,"19,92",,"19,92",,"17,08",,"17,08",,"17,08",,"17,08",,"17,08"
15-04-2020,02 - 03,"3,85","3,54","3,54","3,62","3,62","19,90","3,62","3,62","3,62","3,62","3,62","3,54","3,54","3,54",,"19,90",,"19,90",,"19,90",,"16,80",,"18,15",,"17,00",,"16,01",,"17,54"
15-04-2020,03 - 04,"3,81","3,48","3,48","3,62","3,62","17,73","3,62","3,62","3,62","3,62","3,62","3,48","3,48","3,48",,"17,73",,"17,73",,"17,73",,"16,09",,"18,06",,"16,37",,"14,89",,"17,16"
15-04-2020,04 - 05,"3,93","3,45","3,45","3,83","3,83","19,96","3,83","3,83","3,83","3,83","3,83","3,45","3,45","3,45",,"19,96",,"19,96",,"19,96",,"16,57",,"21,87",,"16,57",,"11,94",,"19,12"
15-04-2020,05 - 06,"4,28","3,49","3,49","4,18","4,18","41,55","4,18","4,18","4,18","4,18","4,18","3,49","3,49","3,49",,"41,55",,"41,55",,"20,07",,"19,10",,"22,40",,"19,10",,"12,61",,"21,58"
15-04-2020,06 - 07,"4,65","3,34","3,34","4,74","4,74","65,28","4,74","6,01","4,74","4,74","4,74","3,34","3,34","3,50",,"65,28",,"44,71",,"44,71",,"24,98",,"31,70",,"25,15",,"14,24",,"30,07"
15-04-2020,07 - 08,"4,98","3,64","3,64","5,21","5,21","70,22","5,21","26,09","5,21","5,21","5,21","3,64","3,64","3,64",,"70,22",,"39,88",,"39,88",,"26,00",,"28,20",,"26,09",,"15,34",,"28,49"
15-04-2020,08 - 09,"5,22","3,77","3,77","7,74","7,74","59,57","7,74","24,99","5,47","5,47","5,47","3,77","3,77","4,10",,"59,57",,"59,57",,"59,57",,"24,99",,"28,20",,"24,99",,"16,90",,"27,29"
15-04-2020,09 - 10,"5,02","3,78","3,78","5,27","5,27","42,27","5,27","21,20","5,27","5,27","5,27","3,78","3,78","3,89",,"42,27",,"42,27",,"42,27",,"21,20",,"26,35",,"21,20",,"16,70",,"23,72"
15-04-2020,10 - 11,"4,93","3,75","3,75","5,04","5,04","42,28","5,04","14,29","5,04","5,04","5,04","3,75","3,75","3,75",,"42,28",,"42,28",,"42,28",,"14,77",,"14,75",,"14,29",,"14,29",,"18,40"
15-04-2020,11 - 12,"4,84","3,81","3,81","4,90","4,90","42,23","4,90","4,90","4,90","4,90","4,90","3,81","3,81","3,81",,"42,23",,"42,23",,"42,23",,"14,16",,"14,16",,"14,16",,"14,16",,"14,16"
15-04-2020,12 - 13,"4,84","3,87","3,87","4,81","4,81","42,24","4,81","4,81","4,81","4,81","4,81","3,87","3,87","3,87",,"42,24",,"42,24",,"42,24",,"14,51",,"14,34",,"8,07",,"12,26",,"17,82"
15-04-2020,13 - 14,"4,79","4,18","4,18","4,70","4,70","42,22","4,70","4,70","4,70","4,70","4,70","4,18","4,18","4,18",,"42,22",,"42,22",,"42,22",,"8,00",,"8,00",,"8,00",,"8,00",,"8,00"
15-04-2020,14 - 15,"4,63","4,46","4,46","4,46","4,46","29,60","4,46","4,46","4,46","4,46","4,46","4,46","4,46","4,46",,"29,60",,"29,60",,"29,60",,"6,00",,"8,27",,"4,46",,"6,36",,"9,30"
15-04-2020,15 - 16,"4,72","4,56","4,56","4,56","4,56","30,02","4,56","4,56","4,56","4,56","4,56","4,56","4,56","4,56",,"30,02",,"30,02",,"30,02",,"8,05",,"8,05",,"8,05",,"8,05",,"8,05"
15-04-2020,16 - 17,"4,74","4,56","4,56","4,56","4,56","40,53","4,56","4,56","4,56","4,56","4,56","4,56","4,56","4,56",,"40,53",,"40,53",,"40,53",,"12,13",,"12,13",,"12,13",,"12,13",,"12,13"
15-04-2020,17 - 18,"4,85","4,65","4,65","4,65","4,65","42,22","4,65","21,85","4,65","4,65","4,65","4,65","4,65","4,65",,"42,22",,"42,22",,"42,22",,"21,85",,"16,28",,"21,85",,"12,19",,"20,81"
15-04-2020,18 - 19,"4,94","4,73","4,73","4,73","4,73","42,21","4,73","27,34","4,73","4,73","4,73","4,73","4,73","4,73",,"42,21",,"42,21",,"42,21",,"27,00",,"19,94",,"27,34",,"14,47",,"26,42"
15-04-2020,19 - 20,"4,98","4,74","4,74","4,74","4,74","45,82","4,74","37,84","4,74","4,74","4,74","4,74","4,74","4,74",,"45,82",,"45,82",,"45,82",,"35,76",,"28,20",,"37,84",,"17,01",,"37,05"
15-04-2020,20 - 21,"4,96","4,73","4,73","4,73","4,73","30,00","4,73","35,36","4,73","4,73","4,73","4,73","4,73","4,73",,"30,00",,"30,00",,"30,00",,"40,07",,"28,20",,"41,91",,"18,01",,"40,55"
15-04-2020,21 - 22,"4,86","4,65","4,65","4,65","4,65","24,05","4,65","31,34","4,65","4,65","4,65","4,65","4,65","4,65",,"24,05",,"24,05",,"24,05",,"29,43",,"28,20",,"31,34",,"16,93",,"30,70"
15-04-2020,22 - 23,"4,59","4,42","4,42","4,42","4,42","21,72","4,42","4,42","4,42","4,42","4,42","4,42","4,42","4,42",,"21,72",,"21,72",,"19,96",,"26,00",,"22,51",,"26,25",,"19,74",,"25,82"
15-04-2020,23 - 00,"4,29","4,00","4,00","4,00","4,00","17,87","4,00","4,00","4,00","4,00","4,00","4,00","4,00","4,25",,"17,87",,"17,87",,"17,87",,"24,99",,"21,11",,"24,99",,"18,27",,"24,33"
16-04-2020,00 - 01,"3,66","3,40","3,40","3,40","3,40","11,98","3,40","3,40","3,40","3,40","3,40","3,40","3,40","4,56",,"11,98",,"11,98",,"11,98",,"20,81",,"16,89",,"20,81",,"14,06",,"20,10"
16-04-2020,01 - 02,"3,50","3,21","3,21","3,21","3,21","12,74","3,21","3,21","3,21","3,21","3,21","3,21","3,21","4,55",,"12,74",,"12,74",,"12,74",,"20,61",,"15,69",,"20,61",,"12,07",,"19,84"
16-04-2020,02 - 03,"3,43","3,14","3,14","3,14","3,14","12,57","3,14","3,14","3,14","3,14","3,14","3,14","3,14","4,54",,"12,57",,"12,57",,"12,57",,"21,02",,"14,87",,"21,02",,"10,66",,"19,82"
16-04-2020,03 - 04,"3,46","3,16","3,16","3,16","3,16","13,62","3,16","3,16","3,16","3,16","3,16","3,16","3,16","4,54",,"13,62",,"13,62",,"13,62",,"21,10",,"14,06",,"21,10",,"9,20",,"19,75"
16-04-2020,04 - 05,"3,63","3,33","3,33","3,33","3,33","11,16","3,33","3,33","3,33","3,33","3,33","3,33","3,33","4,55",,"11,16",,"11,16",,"11,16",,"21,10",,"13,33",,"21,10",,"7,96",,"19,85"
16-04-2020,05 - 06,"4,07","3,74","3,74","3,74","3,74","20,01","3,74","3,74","3,74","3,74","3,74","3,74","3,74","4,56",,"20,01",,"20,01",,"20,01",,"23,73",,"14,91",,"23,73",,"8,89",,"22,27"
16-04-2020,06 - 07,"4,55","3,43","3,43","4,53","4,53","36,33","4,53","25,64","4,53","4,53","4,53","3,43","3,43","4,57",,"36,33",,"36,33",,"36,33",,"26,17",,"14,02",,"26,96",,"10,20",,"22,65"
16-04-2020,07 - 08,"4,98","3,72","3,72","4,98","4,98","44,74","13,24","35,01","4,98","4,98","4,98","3,72","3,72","4,64",,"44,74",,"44,74",,"44,74",,"33,38",,"21,96",,"35,01",,"11,86",,"33,31"
16-04-2020,08 - 09,"5,33","3,79","3,79","7,94","7,94","48,69","29,27","30,98","5,50","5,50","5,50","3,79","3,79","4,67",,"48,69",,"36,32",,"36,32",,"30,90",,"21,52",,"30,98",,"14,23",,"29,27"
16-04-2020,09 - 10,"5,21","3,79","3,79","5,38","5,38","41,29","22,15","25,00","5,38","5,38","5,38","3,79","3,79","4,67",,"41,29",,"36,34",,"36,34",,"25,00",,"18,97",,"25,00",,"14,27",,"24,03"
16-04-2020,10 - 11,"5,03","3,74","3,74","5,13","5,13","41,27","15,10","21,50","5,13","5,13","5,13","3,74","3,74","4,70",,"41,27",,"41,27",,"41,27",,"21,50",,"16,03",,"21,50",,"11,77",,"20,65"
16-04-2020,11 - 12,"4,92","3,67","3,67","4,96","4,96","36,32","4,96","19,49","4,96","4,96","4,96","3,67","3,67","4,69",,"36,32",,"36,32",,"36,32",,"19,49",,"15,85",,"19,49",,"12,98",,"18,93"
16-04-2020,12 - 13,"4,85","3,70","3,70","4,91","4,91","32,09","4,91","16,23","4,91","4,91","4,91","3,70","3,70","4,68",,"32,09",,"32,09",,"32,09",,"16,23",,"15,60",,"16,23",,"15,10",,"16,13"
16-04-2020,13 - 14,"4,84","3,66","3,66","4,89","4,89","32,04","4,89","15,29","4,89","4,89","4,89","3,66","3,66","4,68",,"32,04",,"32,04",,"32,04",,"15,29",,"13,45",,"15,29",,"12,00",,"14,89"
16-04-2020,14 - 15,"4,72","3,62","3,62","4,85","4,85","14,79","4,85","15,10","4,85","4,85","4,85","3,62","3,62","4,71",,"14,79",,"14,79",,"4,85",,"15,10",,"13,37",,"15,10",,"12,00",,"14,73"
16-04-2020,15 - 16,"4,61","3,45","3,45","4,78","4,78","12,35","4,78","16,29","4,78","4,78","4,78","3,45","3,45","4,69",,"12,35",,"12,35",,"4,78",,"16,29",,"13,74",,"16,29",,"11,73",,"15,77"
16-04-2020,16 - 17,"4,70","3,31","3,31","4,83","4,83","28,16","4,83","19,32","4,83","4,83","4,83","3,31","3,31","4,69",,"28,16",,"28,16",,"28,16",,"19,32",,"14,89",,"19,32",,"11,39",,"18,63"
16-04-2020,17 - 18,"4,75","3,52","3,52","4,80","4,80","28,48","19,90","24,99","4,80","4,80","4,80","3,52","3,52","4,65",,"28,48",,"28,48",,"28,48",,"24,99",,"15,95",,"24,99",,"10,00",,"19,90"
16-04-2020,18 - 19,"4,79","3,49","3,49","5,74","28,63","31,60","28,00","29,34","4,85","4,85","4,85","3,49","3,49","4,66",,"31,60",,"31,60",,"31,60",,"27,47",,"19,85",,"29,34",,"13,00",,"28,00"
16-04-2020,19 - 20,"4,93","3,51","3,51","9,98","44,03","41,29","35,00","46,39","4,91","4,91","4,91","3,51","3,51","4,67",,"44,03",,"44,03",,"44,03",,"41,09",,"24,89",,"46,39",,"14,40",,"35,00"
16-04-2020,20 - 21,"4,94","3,70","3,70","13,00","41,06","27,22","38,10","53,25","4,84","4,84","4,84","3,70","3,70","4,67",,"41,06",,"41,06",,"41,06",,"46,56",,"26,94",,"53,25",,"14,73",,"38,10"
16-04-2020,21 - 22,"4,86","3,67","3,67","10,47","32,57","27,30","32,37","33,37","4,85","4,85","4,85","3,67","3,67","4,71",,"32,57",,"32,57",,"32,57",,"31,19",,"23,57",,"33,37",,"16,56",,"32,37"
16-04-2020,22 - 23,"4,77","3,72","3,72","4,91","14,00","14,00","26,24","27,01","4,91","4,91","4,91","3,72","3,72","4,68",,"14,00",,"14,00",,"14,00",,"25,98",,"21,37",,"27,01",,"17,34",,"26,24"
16-04-2020,23 - 00,"4,58","3,66","3,66","4,71","12,36","12,36","20,09","23,71","4,71","4,71","4,71","3,66","3,66","4,65",,"12,36",,"12,36",,"12,36",,"23,71",,"18,98",,"23,71",,"16,00",,"20,09"
17-04-2020,00 - 01,"4,52","3,50","3,50","4,64","21,55","17,80","21,67","21,55","4,64","4,64","4,64","3,50","3,50","4,00",,"21,55",,"21,55",,"21,55",,"22,08",,"18,50",,"22,08",,"15,22",,"21,67"
17-04-2020,01 - 02,"4,45","3,49","3,49","4,61","21,06","12,87","21,11","21,11","4,61","4,61","4,61","3,49","3,49","3,90",,"21,06",,"21,06",,"21,06",,"21,58",,"17,33",,"21,58",,"13,40",,"21,11"
17-04-2020,02 - 03,"4,43","3,45","3,45","4,61","20,14","10,95","20,14","20,14","4,61","4,61","4,61","3,45","3,45","3,83",,"10,95",,"20,14",,"20,14",,"21,08",,"16,15",,"21,06",,"12,39",,"20,14"
17-04-2020,03 - 04,"4,47","3,46","3,46","4,65","20,07","14,79","21,30","21,30","4,65","4,65","4,65","3,46","3,46","3,79",,"20,07",,"20,07",,"20,07",,"21,99",,"15,93",,"21,99",,"10,22",,"21,30"
17-04-2020,04 - 05,"4,55","3,49","3,49","4,67","21,30","21,30","21,30","21,30","4,67","4,67","4,67","3,49","3,49","3,80",,"21,30",,"21,30",,"21,30",,"22,45",,"15,67",,"22,44",,"9,55",,"21,30"
17-04-2020,05 - 06,"4,69","3,46","3,46","4,83","23,82","23,82","23,78","23,82","4,83","4,83","4,83","3,46","3,46","3,81",,"23,82",,"23,82",,"23,82",,"24,41",,"14,81",,"24,41",,"10,18",,"21,57"
17-04-2020,06 - 07,"4,90","3,48","3,48","12,99","32,93","32,93","32,93","32,93","4,99","4,99","4,99","3,48","3,48","3,93",,"32,93",,"32,93",,"32,93",,"29,95",,"16,01",,"32,93",,"11,84",,"21,30"
17-04-2020,07 - 08,"5,17","3,63","3,63","47,84","47,84","47,84","47,84","47,84","5,15","5,15","5,15","3,63","3,63","4,07",,"47,84",,"47,84",,"47,84",,"43,09",,"18,89",,"47,84",,"12,00",,"23,65"
17-04-2020,08 - 09,"5,13","3,47","3,47","44,81","44,81","44,81","44,81","44,81","5,39","5,39","5,39","3,47","3,47","4,08",,"44,81",,"44,81",,"44,81",,"41,31",,"21,44",,"44,81",,"12,17",,"36,11"
17-04-2020,09 - 10,"4,99","3,48","3,48","26,41","26,41","38,12","26,41","26,41","5,24","5,24","5,24","3,48","3,48","4,01",,"38,12",,"38,12",,"38,12",,"26,41",,"20,70",,"26,41",,"15,00",,"25,77"
17-04-2020,10 - 11,"4,92","3,50","3,50","24,90","24,90","38,52","24,90","24,90","5,00","5,00","5,00","3,99","3,99","3,99",,"38,52",,"38,52",,"38,52",,"24,90",,"19,89",,"24,90",,"14,91",,"24,00"
17-04-2020,11 - 12,"4,86","3,46","3,46","23,87","23,87","36,47","23,87","23,87","4,96","4,96","4,96","3,46","3,46","3,88",,"36,47",,"36,47",,"36,47",,"23,87",,"17,08",,"23,87",,"15,48",,"20,20"
17-04-2020,12 - 13,"4,83","3,48","3,48","10,46","20,44","33,99","20,44","20,44","4,95","4,95","4,95","3,48","3,48","4,08",,"33,99",,"33,99",,"33,99",,"20,44",,"18,24",,"20,44",,"16,05",,"20,00"
17-04-2020,13 - 14,"4,76","3,49","3,49","4,96","18,07","33,84","18,07","18,07","4,91","4,91","4,91","3,49","3,49","4,12",,"33,84",,"33,84",,"33,84",,"18,07",,"16,84",,"18,07",,"15,61",,"17,81"
17-04-2020,14 - 15,"4,78","3,53","3,53","4,98","18,54","30,10","18,54","18,54","4,98","4,98","4,98","3,53","3,53","4,10",,"30,10",,"30,10",,"30,10",,"18,54",,"16,26",,"18,54",,"14,00",,"18,06"
17-04-2020,15 - 16,"4,75","3,49","3,49","4,95","21,87","30,04","21,87","21,87","4,95","4,95","4,95","3,49","3,49","3,86",,"30,04",,"30,04",,"30,04",,"21,87",,"12,71",,"21,87",,"11,93",,"16,24"
17-04-2020,16 - 17,"4,76","3,48","3,48","4,92","21,75","29,44","21,75","21,75","4,92","4,92","4,92","3,48","3,48","3,83",,"29,44",,"29,44",,"29,44",,"21,75",,"11,70",,"21,75",,"11,51",,"15,57"
17-04-2020,17 - 18,"4,82","3,50","3,50","4,94","25,15","31,94","25,15","25,15","4,94","4,94","4,94","3,50","3,50","3,81",,"31,94",,"31,94",,"31,94",,"25,15",,"13,98",,"25,15",,"11,81",,"19,20"
17-04-2020,18 - 19,"4,96","3,40","3,40","5,21","36,76","36,76","36,76","36,76","4,98","4,98","4,98","3,48","3,48","3,92",,"36,76",,"36,76",,"36,76",,"33,41",,"21,68",,"36,76",,"13,93",,"32,62"
17-04-2020,19 - 20,"5,07","3,51","3,51","7,95","48,75","48,75","48,75","48,75","5,02","5,02","5,02","3,54","3,54","3,95",,"48,75",,"48,75",,"48,75",,"43,38",,"26,00",,"48,75",,"15,55",,"37,82"
17-04-2020,20 - 21,"5,16","3,54","3,54","9,91","42,77","41,30","39,45","42,77","4,98","4,98","4,98","4,06","4,06","4,06",,"42,77",,"42,77",,"42,77",,"38,85",,"22,03",,"42,77",,"14,82",,"35,60"
17-04-2020,21 - 22,"4,98","3,53","3,53","7,93","32,38","34,16","32,38","32,38","4,98","4,98","4,98","4,05","4,05","4,05",,"34,16",,"34,16",,"34,16",,"30,19",,"24,71",,"32,38",,"17,71",,"31,67"
17-04-2020,22 - 23,"4,98","4,02","4,02","4,97","24,92","35,72","24,78","24,92","4,97","4,97","4,97","4,02","4,02","4,02",,"35,72",,"35,72",,"35,72",,"24,92",,"23,14",,"24,92",,"21,47",,"24,78"
17-04-2020,23 - 00,"4,85","3,97","3,97","4,82","20,76","20,76","20,76","20,76","4,82","4,82","4,82","3,97","3,97","3,97",,"20,76",,"20,76",,"20,76",,"20,76",,"20,76",,"20,76",,"20,76",,"20,76"
18-04-2020,00 - 01,"4,80","4,04","4,04","4,91","21,57","17,53","22,10","22,10","4,91","4,91","4,91","4,04","4,04","4,04",,"17,53",,"21,57",,"21,57",,"22,10",,"22,10",,"22,10",,"22,10",,"22,10"
18-04-2020,01 - 02,"4,73","4,06","4,06","4,86","20,00","13,28","20,00","20,00","4,86","4,86","4,86","4,06","4,06","4,06",,"13,28",,"20,00",,"20,00",,"20,13",,"18,90",,"20,13",,"18,15",,"20,00"
18-04-2020,02 - 03,"4,73","4,11","4,11","4,85","18,33","12,82","18,59","18,59","4,85","4,85","4,85","4,11","4,11","4,11",,"12,82",,"18,33",,"18,33",,"18,78",,"16,98",,"18,78",,"15,86",,"18,59"
18-04-2020,03 - 04,"4,75","4,10","4,10","4,88","17,66","13,48","17,94","17,94","4,88","4,88","4,88","4,10","4,10","4,10",,"13,48",,"17,66",,"17,66",,"18,10",,"16,95",,"18,10",,"16,24",,"17,94"
18-04-2020,04 - 05,"4,80","4,11","4,11","4,92","18,11","13,10","17,98","18,11","4,92","4,92","4,92","4,11","4,11","4,11",,"18,11",,"18,11",,"18,11",,"18,55",,"13,29",,"18,55",,"10,06",,"17,98"
18-04-2020,05 - 06,"4,90","4,15","4,15","4,99","18,61","13,27","18,45","18,61","4,99","4,99","4,99","4,15","4,15","4,15",,"18,61",,"18,61",,"18,61",,"19,07",,"13,36",,"19,07",,"9,89",,"18,45"
18-04-2020,06 - 07,"5,02","4,27","4,27","5,08","21,10","15,43","21,14","21,14","5,08","5,08","5,08","4,27","4,27","4,27",,"21,10",,"21,10",,"21,10",,"21,62",,"17,05",,"21,62",,"14,21",,"21,14"
18-04-2020,07 - 08,"5,23","4,32","4,32","9,95","23,25","17,26","23,24","23,25","5,22","5,22","5,22","4,32","4,32","4,32",,"23,25",,"23,25",,"23,25",,"23,82",,"18,18",,"23,82",,"14,63",,"23,24"
18-04-2020,08 - 09,"5,25","4,25","4,25","11,97","23,87","14,44","23,87","23,87","5,34","5,34","5,34","4,25","4,25","4,25",,"23,87",,"23,87",,"23,87",,"23,87",,"19,97",,"23,87",,"16,29",,"23,87"
18-04-2020,09 - 10,"5,32","4,25","4,25","14,78","24,33","14,78","24,33","24,33","5,42","5,42","5,42","4,25","4,25","4,25",,"24,33",,"24,33",,"24,33",,"24,33",,"19,50",,"24,33",,"14,20",,"24,49"
18-04-2020,10 - 11,"5,20","4,21","4,21","17,30","17,30","17,30","17,30","17,30","5,18","5,18","5,18","4,21","4,21","4,21",,"26,76",,"26,76",,"26,76",,"17,30",,"19,97",,"17,30",,"15,23",,"18,49"
18-04-2020,11 - 12,"4,99","4,20","4,20","16,63","16,63","16,63","16,63","16,63","4,98","4,98","4,98","4,20","4,20","4,20",,"26,79",,"26,79",,"26,79",,"16,63",,"16,63",,"16,63",,"16,63",,"16,63"
18-04-2020,12 - 13,"4,97","4,17","4,17","16,80","16,80","16,80","16,80","16,80","4,94","4,94","4,94","4,17","4,17","4,17",,"26,75",,"26,75",,"26,75",,"16,80",,"16,80",,"16,80",,"16,80",,"16,80"
18-04-2020,13 - 14,"4,96","4,14","4,14","11,96","12,84","15,19","12,84","12,84","4,98","4,98","4,98","4,14","4,14","4,14",,"26,04",,"26,04",,"26,04",,"12,84",,"12,84",,"12,84",,"12,84",,"12,84"
18-04-2020,14 - 15,"4,92","4,10","4,10","5,00","12,32","14,42","12,32","12,32","5,00","5,00","5,00","4,10","4,10","4,10",,"21,94",,"21,94",,"21,94",,"12,32",,"12,32",,"12,32",,"12,32",,"12,32"
18-04-2020,15 - 16,"4,92","4,08","4,08","4,98","12,77","14,47","12,77","12,77","4,98","4,98","4,98","4,08","4,08","4,08",,"14,47",,"14,47",,"14,47",,"12,77",,"12,77",,"12,77",,"12,77",,"12,77"
18-04-2020,16 - 17,"4,95","4,10","4,10","5,04","15,05","15,05","15,05","15,05","5,04","5,04","5,04","4,10","4,10","4,10",,"15,05",,"15,05",,"15,05",,"15,05",,"16,78",,"15,05",,"13,74",,"15,77"
18-04-2020,17 - 18,"5,26","4,46","4,46","7,51","24,13","18,96","24,13","24,13","5,14","5,14","5,14","4,46","4,46","4,46",,"24,13",,"24,13",,"24,13",,"24,13",,"23,08",,"24,13",,"10,35",,"27,49"
18-04-2020,18 - 19,"5,65","4,76","4,76","11,96","25,99","19,95","25,99","25,99","5,17","5,17","5,17","4,76","4,76","4,76",,"25,99",,"25,99",,"25,99",,"25,99",,"19,59",,"25,99",,"12,98",,"26,12"
18-04-2020,19 - 20,"5,83","4,88","4,88","19,91","29,42","19,91","29,42","29,42","5,18","5,18","5,18","4,88","4,88","4,88",,"29,42",,"29,42",,"29,42",,"26,90",,"29,80",,"29,42",,"14,59",,"32,18"
18-04-2020,20 - 21,"5,79","4,88","4,88","19,95","28,66","19,95","28,66","28,66","5,17","5,17","5,17","4,88","4,88","4,88",,"28,66",,"28,66",,"28,66",,"26,46",,"22,57",,"28,66",,"14,86",,"28,66"
18-04-2020,21 - 22,"5,62","4,80","4,80","17,56","23,81","17,56","23,81","23,81","5,13","5,13","5,13","4,80","4,80","4,80",,"23,81",,"23,81",,"23,81",,"23,81",,"30,00",,"23,81",,"19,31",,"26,34"
18-04-2020,22 - 23,"5,37","4,91","4,91","5,06","21,16","14,65","21,16","21,16","5,06","5,06","5,06","4,91","4,91","4,91",,"21,16",,"21,16",,"21,16",,"21,16",,"21,92",,"21,16",,"21,16",,"25,00"
18-04-2020,23 - 00,"5,09","4,89","4,89","4,90","17,94","13,97","18,38","18,38","4,90","4,90","4,90","4,89","4,89","4,89",,"17,94",,"17,94",,"17,94",,"18,38",,"19,20",,"18,38",,"18,80",,"20,95"
19-04-2020,00 - 01,"4,86","4,78","4,78","4,78","16,05","13,76","16,51","16,51","4,78","4,78","4,78","4,78","4,78","4,78",,"13,76",,"16,05",,"16,05",,"16,63",,"16,64",,"16,51",,"16,51",,"17,84"
19-04-2020,01 - 02,"4,79","4,76","4,76","4,76","7,62","7,62","13,71","13,71","4,76","4,76","4,76","4,76","4,76","4,76",,"7,62",,"7,62",,"7,62",,"14,35",,"15,65",,"13,71",,"15,00",,"22,22"
19-04-2020,02 - 03,"4,79","4,75","4,75","4,75","7,16","7,16","12,12","12,12","4,75","4,75","4,75","4,75","4,75","4,75",,"7,16",,"7,16",,"7,16",,"12,75",,"14,23",,"12,12",,"13,45",,"19,60"
19-04-2020,03 - 04,"4,83","4,80","4,80","4,80","9,08","9,08","9,30","9,30","4,80","4,80","4,80","4,80","4,80","4,80",,"9,08",,"9,08",,"9,08",,"10,11",,"10,27",,"9,30",,"9,30",,"17,40"
19-04-2020,04 - 05,"4,91","4,86","4,86","4,86","10,72","10,72","10,98","10,98","4,86","4,86","4,86","4,86","4,86","4,86",,"10,72",,"10,72",,"10,72",,"10,98",,"10,98",,"10,98",,"10,98",,"10,98"
19-04-2020,05 - 06,"4,96","4,90","4,90","4,90","11,31","11,31","11,31","11,31","4,90","4,90","4,90","4,90","4,90","4,90",,"11,31",,"11,31",,"11,31",,"11,31",,"11,31",,"11,31",,"11,31",,"11,31"
19-04-2020,06 - 07,"4,92","4,90","4,90","4,90","6,56","6,56","11,66","11,66","4,90","4,90","4,90","4,90","4,90","4,90",,"6,56",,"6,56",,"6,56",,"11,66",,"11,66",,"11,66",,"11,66",,"11,66"
19-04-2020,07 - 08,"5,13","5,03","5,03","5,03","11,15","11,15","11,15","11,15","5,03","5,03","5,03","5,03","5,03","5,03",,"11,15",,"11,15",,"11,15",,"11,15",,"11,15",,"11,15",,"11,15",,"11,15"
19-04-2020,08 - 09,"5,38","5,24","5,24","5,24","14,35","14,35","14,01","14,35","5,24","5,24","5,24","5,24","5,24","5,24",,"14,35",,"14,35",,"14,35",,"14,01",,"14,01",,"14,01",,"14,01",,"14,01"
19-04-2020,09 - 10,"5,56","5,38","5,38","5,38","12,78","14,65","12,47","12,78","5,38","5,38","5,38","5,38","5,38","5,38",,"14,65",,"14,65",,"14,65",,"12,47",,"12,47",,"12,47",,"12,47",,"12,47"
19-04-2020,10 - 11,"5,48","5,34","5,34","5,34","11,15","14,66","10,88","11,15","5,34","5,34","5,34","5,34","5,34","5,34",,"14,66",,"14,66",,"14,66",,"10,88",,"10,88",,"10,88",,"10,88",,"10,88"
19-04-2020,11 - 12,"5,18","5,08","5,08","5,08","8,60","12,24","8,39","8,60","5,08","5,08","5,08","5,08","5,08","5,08",,"12,24",,"12,24",,"12,24",,"8,39",,"8,39",,"8,39",,"8,39",,"8,39"
19-04-2020,12 - 13,"4,84","4,80","4,80","4,80","9,21","9,21","9,21","9,21","4,80","4,80","4,80","4,80","4,80","4,80",,"9,21",,"9,21",,"9,21",,"9,21",,"9,21",,"9,21",,"9,21",,"9,21"
19-04-2020,13 - 14,"4,45","4,44","4,44","4,44","4,44","8,61","0,03","4,44","4,44","4,44","4,44","4,44","4,44","4,44",,"8,61",,"8,61",,"8,61",,"0,03",,"0,03",,"0,03",,"0,03",,"0,03"
19-04-2020,14 - 15,"4,19","4,26","4,26","4,26","4,26","7,52","-4,59","4,26","4,26","4,26","4,26","4,26","4,26","4,26",,"7,52",,"7,52",,"7,52",,"-17,72",,"-15,45",,"-18,50",,"-16,52",,"-10,00"
